UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,month
29866,74818,United States,01-04-2020,"Grocery shopping gets weird as we adjust to 'new normal' amid #Coronavirus pandemic

https://t.co/jy3yfEMhG5 https://t.co/gpLjxCLjT6",Negative,1
29867,74819,"Dublin, Ireland",01-04-2020,"Restaurant strategy during coronavirus outbreak - Think with Google

#coronavirus #food #restaurant #covin18
https://t.co/6wVtkN0hVI",Neutral,1
29868,74820,Oman,01-04-2020,"The Public Authority for Consumer Protection (PACP) have seized illegal masks.
@pacp_oman 
#coronavirus

https://t.co/TMhyWzQ8Dq",Negative,1
29870,74822,"San Francisco, CA",01-04-2020,"Transurban to hike up toll prices for motorists, despite coronavirus https://t.co/TxI5wsS6GG via @MailOnline #tollroads #trucking #truckers #infrastructure #Transportation #transurban #coronavirus",Neutral,1
29876,74828,USA TODAY,01-04-2020,"It used to be a perk, but now curbside pickup is becoming increasingly important. https://t.co/LX4rmikoNG",Positive,1
29879,74831,Vietnam,01-04-2020,Quarantine. Building lockdown. So I do some online shopping. Hey cant miss their 50% off #pierrecardin #Vietnam #coronavirus #lockdown #QuarantineLife https://t.co/qKfOnBklbH,Negative,1
29880,74832,Bo'ness. West Lothian.Scotland,01-04-2020,Nurse thinks she's contracted COVID-19 https://t.co/Fo89PGVmXU via @Femail,Neutral,1
29882,74834,"Abuja, Nigeria",01-04-2020,"#Covid_19: Hunger dey everywhere! Abeg, Bring down prices  Ezinne Aja yan Food Sellers https://t.co/4eLx394fRH",Negative,1
29890,74842,United States,01-04-2020,Wish the government would give some kind of extra cash to grocery store workers. We are really putting ourselves at serious risk for pennies. #Covid_19,Positive,1
29893,74845,"Washington, DC",01-04-2020,@SullyCNBC Remember in the Before Time when Trump told us how great it was that gasoline prices were down and we could all drive places? #coronavirus,Extremely Positive,1
29894,74846,,01-04-2020,"Wait. So @lowes KNOWS this is the safest way to operate a store, but they just choose not to? Because it might cost them a tiny bit of money? https://t.co/ZYN0esoeKo",Positive,1
29904,74856,Libya,01-04-2020,"We done our part of fighting #Covid_19 by simply staying home, but  libyan gov didnt provide cash, lower prices, improve health care or anything else.",Extremely Positive,1
29907,74859,Arlington VA USA,01-04-2020,Stay safe Stay strong We are separated but still together For anyone that needs this right now,Positive,1
29908,74860,??????,01-04-2020,"At the supermarket: especially not to do ...

#Covid_19  #COVID2019france  #coronavirusdeutschland 
#coronavirus  #coronavirusitalIa https://t.co/zEhDxeTisj",Neutral,1
29910,74862,"Columbus native, SE Ohio now.",01-04-2020,"How to Know if Your Supermarket Is Full Before You Go 
#coronavirus #COVID19 
#MAGAVirus #DarwinsWaitingRoom
https://t.co/Ntse1GOhKb via @Radiodotcom",Neutral,1
29913,74865,,01-04-2020,@Sephora plans to keep majority of store employees. https://t.co/VPqL4OZ6HK #retail #coronavirus #Sephora https://t.co/RYyDPHJhUL,Neutral,1
29914,74866,,01-04-2020,"#hoarding grandmothers everywhere rejoice while expired food prices skyrocket - labeled as ""pre-#coronavirus"" snacks",Positive,1
29916,74868,,01-04-2020,Oil production and prices are low. @POTUS says the oil industry is being ravaged. He said he had a call with world leaders discussing the problem. they know what they have to do #coronavirus,Negative,1
29917,74869,??????????????,01-04-2020,Now officially announced that my store will be closed at least until April 30th. I am going to have to file unemployment #retail #sandiego #COVID?19 #coronavirus #California #unemployment,Negative,1
29919,74871,Paris,01-04-2020,#COVID19 #Coronavirus may cause global food shortages as panic buying and export curbs hit supply.  https://t.co/BCSfGEcvYC,Negative,1
29921,74873,"Los Angeles, CA",01-04-2020,Packs going out at discount prices for the weekend stay home stay safe health is wealth  ,Extremely Positive,1
29922,74874,,01-04-2020,"https://t.co/odIFfyNQDA

show solidarity with dining hall workers at seattle university who are not receiving pay during this global crisis",Negative,1
29923,74875,,01-04-2020,Overproduction of Clorox wipes + Consumer high demand = Currently Unavailable at Amazon Shopping is Sad #coronavirus,Negative,1
29924,74876,,01-04-2020,I cant believe humans are this stupid https://t.co/brHOzl7ocN,Extremely Negative,1
29925,74877,"New York, USA",01-04-2020,Protect Yourself From #Coronavirus Grocery Shopping - Consumer Reports https://t.co/wKGGyajl3f,Positive,1
29860,74812,"Norman, OK",01-04-2020,Is this current situation making anyone else want to online shop more? #COVID?19 #coronavirus #Quarantine #shopping #isolationdiaries #WednesdayThoughts #StayHome,Positive,1
29855,74807,"Washington, DC",01-04-2020,#Coronavirus has more Americans turning directly to farms for food https://t.co/diBfw3RjZ5 via @politico #sdg2 #farmtofork #IamWANDA,Neutral,1
29853,74805,USA,01-04-2020,No #Coronavirus Break for Consumer #CreditScores. Credit industry persuaded #Congress it would protect people who miss payments due to virus; consumer groups push back  - @WSJ https://t.co/SGluVgum0F,Positive,1
29849,74801,,01-04-2020,. @TMobile is closing the doors of retail stores around the country amid the COVID-19 outbreak. Has your store location closed? https://t.co/gfXmEnpD17,Neutral,1
29768,74720,Malaysia,01-04-2020,"#NSTnation Market-goers on #Penang island will only be allowed 20 minutes to shop.

#Covid19 #Coronavirus #MCO #Phase2 #MovementControlOrder #JustStayAtHome #DudukRumah
https://t.co/DfPOyeqPxD",Neutral,1
29773,74725,"Arlington, VA | New York, NY",01-04-2020,"We're just seeing a lot more of the recently unemployed in our lines, says @dlrichins of United Food Bank https://t.co/c3LwkP3f1e",Positive,1
29777,74729,"Washington, London, New York",01-04-2020,"Consumers appear to be turning to #hemp &amp; #cannabis products during the current crisis.

#Coronavirus #COVID19

https://t.co/PZKzX6nKEL",Extremely Negative,1
29779,74731,Brooklyn / the world,01-04-2020,"World risks food crisis in wake of coronavirus, WTO, WHO, and UN officials warn https://t.co/TUDf8BTayW",Extremely Negative,1
29784,74736,Dallas Texas USA,01-04-2020, Chart: #Americans Stock Up On #Food as #COVID-19 Concerns Rise https://t.co/ioPMR78H8l,Neutral,1
29790,74742,Brighton,01-04-2020,Supermarket staff are getting bonuses for working   https://t.co/BeStG4tsve #coronavirus #covid19 #employment #supermarkets,Positive,1
29793,74745,,01-04-2020,The Home Depot is limiting the number of customers allowed into its stores at any one time,Positive,1
29794,74746,"Washington, DC",01-04-2020,"Like so many retailers, the privately held department stores are attempting to shore up their finances amid the COVID-19 pandemic. https://t.co/h4HFnWtcKp",Positive,1
29796,74748,"London, Home Counties, world",01-04-2020,Covid-19 #heroes: The #pub may be closed but that doesnt mean we cant help people https://t.co/RJCkmLDVt5 #coronavirus,Positive,1
29797,74749,"London, Home Counties, world",01-04-2020,I'm on #furlough  how do I claim 80pc of my pay from the #UK #Government? https://t.co/kjZgm5P6tT #coronavirus,Negative,1
29798,74750,"Wyoming, USA",01-04-2020,Better check @krispykreme stock prices ... #coronavirus #lockdown #sugar https://t.co/UGO9KsURZ0,Positive,1
29799,74751,Minneapolis,01-04-2020,"Gas slips below $1/gallon in Minnesota in a sign of where the economy will be in the next year.

https://t.co/efC2LFfLej

@StarTribune #minneapolis #mn #COVID19 #coronavirus",Neutral,1
29811,74763,Cairo,01-04-2020,When the market thought there was no more room for another shock to drag down the already historical low natural gas prices coronavirus came on the scene With,Extremely Negative,1
29818,74770,"Portland, Maine",01-04-2020,"Coronavirus-related closures impacting US fisheries, driving down prices &gt;&gt; https://t.co/WrWiFFghyB | #seafood #coronavirus https://t.co/1kps9UtMa1",Positive,1
29762,74714,,01-04-2020,Had one of these arrive in your inbox? Do not click. #COVID?19 #COVID19 #coronavirus https://t.co/ItlNaadhT8,Neutral,1
29820,74772,"Kensington, London",01-04-2020,How the is wreaking havoc for divorcing couples,Negative,1
29825,74777,"New York, NY",01-04-2020,"Our first report is out: ""Consumer Psychology in the Time of COVID-19"" https://t.co/cy0WnBX6vg #mrx #marketresearch #coronavirus #COVID19 #insights",Neutral,1
29827,74779,"Lakewood, WA",01-04-2020,"Checked a flight to NYC for fun to see how much prices are. From Seattle to NYC round trip as early as tomorrow, with tax it's only $199! #COVID19 #coronavirus",Positive,1
29828,74780,,01-04-2020,"Wow, shopping without kids  running around with those horrid little toy trolleys.

I can do this as a way of life, lockdown and 15 minute supermarket queue is totally worth it.

#coronavirus",Positive,1
29830,74782,,01-04-2020,"Read 5 tips from a consumer psychologist on how brands should respond to #coronavirus. How many of these tactics do you have in place?
https://t.co/t1QozP9J0O",Neutral,1
29831,74783,"Florida, USA",01-04-2020,Faith Neighborhood Center Receives A Check From The Lions Club  https://t.co/x4HKigInNT https://t.co/11BqrymHvV,Positive,1
29833,74785,,01-04-2020,@Channel4News @cathynewman Its a farce. Should be prioritised differently.  I started this petition but I am a nobody so nobody has listened. https://t.co/hdwbkaBXkJ,Negative,1
29834,74786,"Sacramento, CA",01-04-2020,Good thing Ive been perfecting a dramatic hair flip for years. Its really helped me out and not touching my face in the supermarket. #coronavirus ?? https://t.co/NG2fCpjQee,Extremely Positive,1
29835,74787,Michigan,01-04-2020,Household Products That Destroy Novel Coronavirus - Consumer Reports https://t.co/87g43fLb58 Stay safe Michigan! #TuesdayThoughts #FamiliesFirst #coronavirus,Positive,1
29836,74788,"Arlington, Virginia",01-04-2020,"Florida @GovRonDeSantis issues a #StayAtHome order, effective April 3 for 30 days. https://t.co/dybKOcYYSK",Positive,1
29837,74789,"Los Angeles, CA",01-04-2020,Im getting so much anxiety knowing I need to go to the grocery store tomorrow #MyCurrentMentalStateIs #SideEffectsOfQuarantineLife #CoronavirusUSA #Covid_19,Negative,1
29838,74790,,01-04-2020,Honestly never thought I would be so unbelievably pleased to see fully stocked shelves at a supermarket #LittleWins #coronavirus,Extremely Positive,1
29841,74793,San Luis Obispo CA,01-04-2020,"FTC receiving thousands of #coronavirus #Consumer complaints. Protect yourself!
https://t.co/YDeK6S4cJA https://t.co/XPQsRnAr1c",Neutral,1
29843,74795,,01-04-2020,"Essential Utilities Inc. to Donate $290,000 to Food Banks as Part of COVID-19 Response https://t.co/aIwgjCw76G",Neutral,1
29847,74799,"Cork, Ireland",01-04-2020,"Queueing for the supermarket.  Should you?
#coronavirus #COVID19",Neutral,1
29824,74776,Germany,01-04-2020,"Shoppers wearing protective gear returned to a supermarket in #Wuhan as the city loosened #coronavirus-related restrictions.
@ABC https://t.co/2uqRWvdGdI",Neutral,1
29605,74557,,01-04-2020,.@Lowe's closes Harper Woods store to customers after employee dies of #COVID19 https://t.co/MJhZQwpL4W via @crainsdetroit,Neutral,1
29602,74554,"Washington, DC",01-04-2020,12 Things to Know Before Grocery Shopping Online https://t.co/wG7D4jCgmH #stayhomeandstaysafe #coronavirus,Neutral,1
29599,74551,UK,01-04-2020,Lamb prices tumbled £30 a head after retailer and export demand evaporated with tightening #coronavirus social distancing rules. https://t.co/EnwZC6HETR #sheep365 #farminguk,Negative,1
29378,74330,"San Diego, CA",01-04-2020,#Coronavirus Has Highlighted the Problems in Supermarket Supply: IDTechEx Asks if #VerticalFarming Could Be the Solution.  https://t.co/j4kZF6Ndsx #foodsupplychain https://t.co/ShGvghFVt7,Negative,1
29379,74331,Cayman Islands,01-04-2020,A robot in a Germen supermarket is reminding customers to keep a 2 meter distance when queuing at the checkout 19,Neutral,1
29380,74332,"Denver, CO",01-04-2020,Beware of counterfeiters The is working with law enforcement to warn about how to be prepared to prevent criminals from exploiting the pandemic And FDA are monitoring to halt fraudulent product sales,Extremely Negative,1
29381,74333,Kansas City,01-04-2020,Bright spots in dark times: local businesses like this one are pivoting to respond to their consumers needs during a time of crisis - https://t.co/LWbo4eWHzD #pivot #coronavirus,Positive,1
29391,74343,Arizona,01-04-2020,Online shopping distracts me from eating... so I might just be broke instead of fat after this #coronavirus,Extremely Negative,1
29393,74345,Stoke-on-Trent & Manchester ,01-04-2020, How many more conversations can we have How many more times can we share these experiences only to feel like those in power are not listening   Charlotte Killeya  @pxiprojects ,Positive,1
29394,74346,"Bangkok, Thailand",01-04-2020,Cashiers in a retail store wear #faceshields while serving their customers as a preventive measure against the spread of #coronavirus #covid19 https://t.co/BQ9fi9jZVk,Neutral,1
29402,74354,,01-04-2020,In study on in era people seek community empathy amp brand action to solve amp provide credible info implications esp as doctors amp nurses most trusted human capital in US,Extremely Positive,1
29404,74356,"New York, NY",01-04-2020,Houston based Callon Petroleum CPE facing a triple whammy as it deals w 3bln in debt an ill timed acquisition of a rival oil amp gas explorer flat lining energy prices amp w french,Negative,1
29405,74357,"Milan, Italy",01-04-2020,#Brands Must Adapt to New Values Set by the #Coronavirus #Consumer https://t.co/syHVuVqZHN via @SourcingJournal,Positive,1
29411,74363,"Co.Cork, Ireland",01-04-2020,Store Return Policies A list of retailers with changes because of,Neutral,1
29413,74365,"Devon, England",01-04-2020,Here s a list of Totnes shops and food places offering collection or delivery Please contact the business in advance to ensure they are open,Positive,1
29414,74366,,01-04-2020,  Is passed easily on takeaway foods   Is smoking a risk factor in contracting   Are property prices likely to drop Our expert panel answer your questions Get more on,Negative,1
29417,74369,"North East, England",01-04-2020,Deputy editor of spoke to tees of to clarify the position on for essentials during and what restrictions and government guidelines mean for Listen here 10 50,Neutral,1
29419,74371,multan,01-04-2020,With the UK in lockdown here is how supermarkets have responded and how online deliveries may not be the best bet,Negative,1
29420,74372,United Kingdom,01-04-2020,Why #coronavirus could add fuel to fast fashions fire #20pledges https://t.co/XzgHR61ZzF via @Oliviapetter1,Negative,1
29427,74379,,01-04-2020,Organizations like the Central PA Food Bank CPFB need us to do our part They are seeing increased demand during the COVID 19 outbreak,Positive,1
29429,74381,"Glasgow, Scotland",01-04-2020,Is it just my imagination or have @asda put a lot of their prices up?? Hardly any deals or rollbacks ? #lockdownuk #coronavirus,Neutral,1
29430,74382,,01-04-2020,The Directorate of Consumer Protection PACP in Dhofar Governorate cracked down on expat workers making face masks from tailoring residues and selling them for up to 500 bz apiece 19 oman,Positive,1
29431,74383,"Atlanta, GA",01-04-2020,Want to get your Coronavirus relief check? Scammers do too. https://t.co/Y3MfEG1uh7 #coronavirus #covid19,Positive,1
29440,74392,"Kansas City,  MO",01-04-2020,The issue of food waste amp hunger are bound to gain a rapid increase in attention amp concern during this unfortunate COVID 19 outbreak Read about our feature on story for amp via,Negative,1
29441,74393,"Penrhyndeudraeth, Wales",01-04-2020,Supermarket worker s powerful message to store browsers putting staff at risk during lockdown,Positive,1
29442,74394,"Brighton, UK",01-04-2020,The pub may be closed but that doesn t mean we can t help people Highlighting more heroes we meet the UK pubs pulling out all the stops to help their local communities cc,Extremely Positive,1
29444,74396,India,01-04-2020,Now more than ever we need to support each other KHAN has been supporting people in his hometown by shopping online for them Hats off KHAN 19 Read all the stories at,Extremely Positive,1
29446,74398,Scotland,01-04-2020,"Morrisons will produce extra food and up its deliveries to get £10m of meals to foodbanks as Covid-19 drives demand and cuts down on volunteers.

https://t.co/wt6F2zbH8P",Negative,1
29447,74399,,01-04-2020,Apr 1 2020 Forbes Gold Prices To Continue Rising As Upends Global Economy,Neutral,1
29448,74400,"Marlow on Thames, UK",01-04-2020,Hy-Vee extends reserved shopping times for high-risk customers to online https://t.co/4bDAhLndzv #coronavirus,Negative,1
29449,74401,,01-04-2020,Oil prices have hit their lowest in 18 years as demand slumps in the fallout from the spread of 19,Negative,1
29450,74402,,01-04-2020,"In supermarket front lines, cashiers fear the worst
https://t.co/YwfgfVvv3B
@AFP 
#COVID19 
#coronavirus 
#BilyonaryoFeatures https://t.co/Rl6IJ6AwWH",Extremely Negative,1
29376,74328,Anywhere there is light,01-04-2020,As people spend more time shopping online one man is spending his time online documenting his descent into Lockdown Life in Dundalk Please do what you can,Positive,1
29372,74324,"Kano, Nigeria (Blackdiamond)",01-04-2020,COVID 19 Lockdown Hunger grips Kaduna residents as demand for food increase,Negative,1
29364,74316,Egypt,01-04-2020,Americans are shopping online more frequently or for the first time to avoid germs in public places   We expect this trend to continue,Negative,1
